"C:\Program Files\Java\jdk-9.0.1\bin\java" -Dvisualvm.id=170415548485161 -Xms1024m -Xmx4096m "-javaagent:C:\Program Files\JetBrains\IntelliJ IDEA Community Edition 2017.2.4\lib\idea_rt.jar=53735:C:\Program Files\JetBrains\IntelliJ IDEA Community Edition 2017.2.4\bin" -Dfile.encoding=UTF-8 -classpath C:\Users\Kenneth\Dropbox\Code\IdeaProjects\BasicClassifier\project-1\out\production\BasicClassifier;C:\Users\Kenneth\Dropbox\Code\IdeaProjects\BasicClassifier\project-1\lib\libsvm.jar me.mostly.ml.test.sp500.Main ../project-2/data/transposed.csv
Odd val: AES, [180 (10/1/01)] = -0.682890669
F1 score:                                 0.7843137254901962 (F1=2/(1/TPR + 1/PPV))
F1 score (negative condition):            0.7755102040816325 (F1=2/(1/TNR + 1/NPV))

=== UNDESIRABLE STATS (0 to 1) ===
Inaccuracy:                               0.22 (inaccuracy=(FP+FN)/Total)
False positive rate (Fallout):            0.20833333333333334 (FPR=FP/RealNeg)
False negative rate (Miss rate):          0.23076923076923078 (FNR=FN/RealPos)
False discovery rate (False alarm):       0.2 (FDR=FP/PredictedPos)
False omission rate:                      0.24 (FOR=FN/PredictedNeg)

=== DESCRIPTIVE STATS (0 to inf) ===
Positive likelihood ratio (high better):  3.6923076923076925 (LR+=TPR/FPR)
Negative likelihood ratio (low better):   0.29149797570850206 (LR-=FNR/TNR)
Diagnostic odds ratio (high better):      12.666666666666666 (DOR=LR+/LR-)


Picks: [ARNC, ATVI, BMY, BWA, CCL, CELG, CSX, CTXS, GE, HOG, HON, LLY, LRCX, LVLT, MCO, MPC, MU, NOC, PRU, QRVO, ULTA, WDC, WU, YHOO, ZION]
Average return: 1.3514831622318246
Oracle: me.mostly.ml.test.sp500.Main$$Lambda$29/1447689627@4b14c583
Classifier: C=2.0, poly kernel (gamma=1.0, coef0=1.0, degree=5)

Actual prevalence:                        0.52 (RealPos/Total)

=== RESULTS ===
True positives (TP):                      20
False positives (FP):                     5
False negatives (FN):                     6
True negatives (TN):                      19

=== DESIRABLE STATS (0 to 1) ===
Accuracy:                                 0.78 (accuracy=(TP+TN)/Total)
True positive rate (Recall, Sensitivity): 0.7692307692307693 (TPR=TP/RealPos)
True negative rate (Specificity):         0.7916666666666666 (TNR=TN/RealNeg)
Positive predictive value (Precision):    0.8 (PPV=TP/PredictedPos)
Negative predictive value:                0.76 (NPV=TN/PredictedNeg)
Area under convex hull ROC curve:         0.780448717948718 (area=(TPR+TNR)/2)
F1 score:                                 0.7843137254901962 (F1=2/(1/TPR + 1/PPV))
F1 score (negative condition):            0.7755102040816325 (F1=2/(1/TNR + 1/NPV))

=== UNDESIRABLE STATS (0 to 1) ===
Inaccuracy:                               0.22 (inaccuracy=(FP+FN)/Total)
False positive rate (Fallout):            0.20833333333333334 (FPR=FP/RealNeg)
False negative rate (Miss rate):          0.23076923076923078 (FNR=FN/RealPos)
False discovery rate (False alarm):       0.2 (FDR=FP/PredictedPos)
False omission rate:                      0.24 (FOR=FN/PredictedNeg)

=== DESCRIPTIVE STATS (0 to inf) ===
Positive likelihood ratio (high better):  3.6923076923076925 (LR+=TPR/FPR)
Negative likelihood ratio (low better):   0.29149797570850206 (LR-=FNR/TNR)
Diagnostic odds ratio (high better):      12.666666666666666 (DOR=LR+/LR-)


Picks: [ARNC, ATVI, BMY, BWA, CCL, CELG, CSX, CTXS, GE, HOG, HON, LLY, LRCX, LVLT, MCO, MPC, MU, NOC, PRU, QRVO, ULTA, WDC, WU, YHOO, ZION]
Average return: 1.3514831622318246
Oracle: me.mostly.ml.test.sp500.Main$$Lambda$29/1447689627@4b14c583
Classifier: C=1000.0, poly kernel (gamma=1.0, coef0=1.0, degree=5)

Actual prevalence:                        0.52 (RealPos/Total)

=== RESULTS ===
True positives (TP):                      20
False positives (FP):                     5
False negatives (FN):                     6
True negatives (TN):                      19

=== DESIRABLE STATS (0 to 1) ===
Accuracy:                                 0.78 (accuracy=(TP+TN)/Total)
True positive rate (Recall, Sensitivity): 0.7692307692307693 (TPR=TP/RealPos)
True negative rate (Specificity):         0.7916666666666666 (TNR=TN/RealNeg)
Positive predictive value (Precision):    0.8 (PPV=TP/PredictedPos)
Negative predictive value:                0.76 (NPV=TN/PredictedNeg)
Area under convex hull ROC curve:         0.780448717948718 (area=(TPR+TNR)/2)
F1 score:                                 0.7843137254901962 (F1=2/(1/TPR + 1/PPV))
F1 score (negative condition):            0.7755102040816325 (F1=2/(1/TNR + 1/NPV))

=== UNDESIRABLE STATS (0 to 1) ===
Inaccuracy:                               0.22 (inaccuracy=(FP+FN)/Total)
False positive rate (Fallout):            0.20833333333333334 (FPR=FP/RealNeg)
False negative rate (Miss rate):          0.23076923076923078 (FNR=FN/RealPos)
False discovery rate (False alarm):       0.2 (FDR=FP/PredictedPos)
False omission rate:                      0.24 (FOR=FN/PredictedNeg)

=== DESCRIPTIVE STATS (0 to inf) ===
Positive likelihood ratio (high better):  3.6923076923076925 (LR+=TPR/FPR)
Negative likelihood ratio (low better):   0.29149797570850206 (LR-=FNR/TNR)
Diagnostic odds ratio (high better):      12.666666666666666 (DOR=LR+/LR-)


Picks: [ARNC, ATVI, BMY, BWA, CCL, CELG, CSX, CTXS, GE, HOG, HON, LLY, LRCX, LVLT, MCO, MPC, MU, NOC, PRU, QRVO, ULTA, WDC, WU, YHOO, ZION]
Average return: 1.3514831622318246
Oracle: me.mostly.ml.test.sp500.Main$$Lambda$29/1447689627@4b14c583
Classifier: C=50.0, poly kernel (gamma=1.0, coef0=1.0, degree=5)

Actual prevalence:                        0.52 (RealPos/Total)

=== RESULTS ===
True positives (TP):                      20
False positives (FP):                     5
False negatives (FN):                     6
True negatives (TN):                      19

=== DESIRABLE STATS (0 to 1) ===
Accuracy:                                 0.78 (accuracy=(TP+TN)/Total)
True positive rate (Recall, Sensitivity): 0.7692307692307693 (TPR=TP/RealPos)
True negative rate (Specificity):         0.7916666666666666 (TNR=TN/RealNeg)
Positive predictive value (Precision):    0.8 (PPV=TP/PredictedPos)
Negative predictive value:                0.76 (NPV=TN/PredictedNeg)
Area under convex hull ROC curve:         0.780448717948718 (area=(TPR+TNR)/2)
F1 score:                                 0.7843137254901962 (F1=2/(1/TPR + 1/PPV))
F1 score (negative condition):            0.7755102040816325 (F1=2/(1/TNR + 1/NPV))

=== UNDESIRABLE STATS (0 to 1) ===
Inaccuracy:                               0.22 (inaccuracy=(FP+FN)/Total)
False positive rate (Fallout):            0.20833333333333334 (FPR=FP/RealNeg)
False negative rate (Miss rate):          0.23076923076923078 (FNR=FN/RealPos)
False discovery rate (False alarm):       0.2 (FDR=FP/PredictedPos)
False omission rate:                      0.24 (FOR=FN/PredictedNeg)

=== DESCRIPTIVE STATS (0 to inf) ===
Positive likelihood ratio (high better):  3.6923076923076925 (LR+=TPR/FPR)
Negative likelihood ratio (low better):   0.29149797570850206 (LR-=FNR/TNR)
Diagnostic odds ratio (high better):      12.666666666666666 (DOR=LR+/LR-)


Picks: [ARNC, ATVI, BMY, BWA, CCL, CELG, CSX, CTXS, GE, HOG, HON, LLY, LRCX, LVLT, MCO, MPC, MU, NOC, PRU, QRVO, ULTA, WDC, WU, YHOO, ZION]
Average return: 1.3514831622318246
Oracle: me.mostly.ml.test.sp500.Main$$Lambda$29/1447689627@4b14c583
Classifier: C=100.0, poly kernel (gamma=1.0, coef0=1.0, degree=5)

Actual prevalence:                        0.52 (RealPos/Total)

=== RESULTS ===
True positives (TP):                      20
False positives (FP):                     5
False negatives (FN):                     6
True negatives (TN):                      19

=== DESIRABLE STATS (0 to 1) ===
Accuracy:                                 0.78 (accuracy=(TP+TN)/Total)
True positive rate (Recall, Sensitivity): 0.7692307692307693 (TPR=TP/RealPos)
True negative rate (Specificity):         0.7916666666666666 (TNR=TN/RealNeg)
Positive predictive value (Precision):    0.8 (PPV=TP/PredictedPos)
Negative predictive value:                0.76 (NPV=TN/PredictedNeg)
Area under convex hull ROC curve:         0.780448717948718 (area=(TPR+TNR)/2)
F1 score:                                 0.7843137254901962 (F1=2/(1/TPR + 1/PPV))
F1 score (negative condition):            0.7755102040816325 (F1=2/(1/TNR + 1/NPV))

=== UNDESIRABLE STATS (0 to 1) ===
Inaccuracy:                               0.22 (inaccuracy=(FP+FN)/Total)
False positive rate (Fallout):            0.20833333333333334 (FPR=FP/RealNeg)
False negative rate (Miss rate):          0.23076923076923078 (FNR=FN/RealPos)
False discovery rate (False alarm):       0.2 (FDR=FP/PredictedPos)
False omission rate:                      0.24 (FOR=FN/PredictedNeg)

=== DESCRIPTIVE STATS (0 to inf) ===
Positive likelihood ratio (high better):  3.6923076923076925 (LR+=TPR/FPR)
Negative likelihood ratio (low better):   0.29149797570850206 (LR-=FNR/TNR)
Diagnostic odds ratio (high better):      12.666666666666666 (DOR=LR+/LR-)


Picks: [ARNC, ATVI, BMY, BWA, CCL, CELG, CSX, CTXS, GE, HOG, HON, LLY, LRCX, LVLT, MCO, MPC, MU, NOC, PRU, QRVO, ULTA, WDC, WU, YHOO, ZION]
Average return: 1.3514831622318246
Oracle: me.mostly.ml.test.sp500.Main$$Lambda$29/1447689627@4b14c583
Classifier: C=20.0, poly kernel (gamma=1.0, coef0=1.0, degree=5)

Actual prevalence:                        0.52 (RealPos/Total)

=== RESULTS ===
True positives (TP):                      20
False positives (FP):                     5
False negatives (FN):                     6
True negatives (TN):                      19

=== DESIRABLE STATS (0 to 1) ===
Accuracy:                                 0.78 (accuracy=(TP+TN)/Total)
True positive rate (Recall, Sensitivity): 0.7692307692307693 (TPR=TP/RealPos)
True negative rate (Specificity):         0.7916666666666666 (TNR=TN/RealNeg)
Positive predictive value (Precision):    0.8 (PPV=TP/PredictedPos)
Negative predictive value:                0.76 (NPV=TN/PredictedNeg)
Area under convex hull ROC curve:         0.780448717948718 (area=(TPR+TNR)/2)
F1 score:                                 0.7843137254901962 (F1=2/(1/TPR + 1/PPV))
F1 score (negative condition):            0.7755102040816325 (F1=2/(1/TNR + 1/NPV))

=== UNDESIRABLE STATS (0 to 1) ===
Inaccuracy:                               0.22 (inaccuracy=(FP+FN)/Total)
False positive rate (Fallout):            0.20833333333333334 (FPR=FP/RealNeg)
False negative rate (Miss rate):          0.23076923076923078 (FNR=FN/RealPos)
False discovery rate (False alarm):       0.2 (FDR=FP/PredictedPos)
False omission rate:                      0.24 (FOR=FN/PredictedNeg)

=== DESCRIPTIVE STATS (0 to inf) ===
Positive likelihood ratio (high better):  3.6923076923076925 (LR+=TPR/FPR)
Negative likelihood ratio (low better):   0.29149797570850206 (LR-=FNR/TNR)
Diagnostic odds ratio (high better):      12.666666666666666 (DOR=LR+/LR-)


Picks: [ARNC, ATVI, BMY, BWA, CCL, CELG, CSX, CTXS, GE, HOG, HON, LLY, LRCX, LVLT, MCO, MPC, MU, NOC, PRU, QRVO, ULTA, WDC, WU, YHOO, ZION]
Average return: 1.3514831622318246
Oracle: me.mostly.ml.test.sp500.Main$$Lambda$29/1447689627@4b14c583
Classifier: C=100.0, RBF kernel (gamma=0.1)

Actual prevalence:                        0.52 (RealPos/Total)

=== RESULTS ===
True positives (TP):                      19
False positives (FP):                     4
False negatives (FN):                     7
True negatives (TN):                      20

=== DESIRABLE STATS (0 to 1) ===
Accuracy:                                 0.78 (accuracy=(TP+TN)/Total)
True positive rate (Recall, Sensitivity): 0.7307692307692307 (TPR=TP/RealPos)
True negative rate (Specificity):         0.8333333333333334 (TNR=TN/RealNeg)
Positive predictive value (Precision):    0.8260869565217391 (PPV=TP/PredictedPos)
Negative predictive value:                0.7407407407407407 (NPV=TN/PredictedNeg)
Area under convex hull ROC curve:         0.782051282051282 (area=(TPR+TNR)/2)
F1 score:                                 0.7755102040816326 (F1=2/(1/TPR + 1/PPV))
F1 score (negative condition):            0.7843137254901962 (F1=2/(1/TNR + 1/NPV))

=== UNDESIRABLE STATS (0 to 1) ===
Inaccuracy:                               0.22 (inaccuracy=(FP+FN)/Total)
False positive rate (Fallout):            0.16666666666666666 (FPR=FP/RealNeg)
False negative rate (Miss rate):          0.2692307692307692 (FNR=FN/RealPos)
False discovery rate (False alarm):       0.17391304347826086 (FDR=FP/PredictedPos)
False omission rate:                      0.25925925925925924 (FOR=FN/PredictedNeg)

=== DESCRIPTIVE STATS (0 to inf) ===
Positive likelihood ratio (high better):  4.384615384615385 (LR+=TPR/FPR)
Negative likelihood ratio (low better):   0.32307692307692304 (LR-=FNR/TNR)
Diagnostic odds ratio (high better):      13.571428571428575 (DOR=LR+/LR-)


Picks: [ARNC, ATVI, CCL, COO, CSX, CTXS, FBHS, FTV, GE, HOG, HON, KMX, LLY, LRCX, MCO, MPC, MU, NOC, PRU, SBUX, WDC, YHOO, ZION]
Average return: 1.3620651907507888
Oracle: me.mostly.ml.test.sp500.Main$$Lambda$29/1447689627@4b14c583
Classifier: C=1000.0, RBF kernel (gamma=0.1)

Actual prevalence:                        0.52 (RealPos/Total)

=== RESULTS ===
True positives (TP):                      19
False positives (FP):                     4
False negatives (FN):                     7
True negatives (TN):                      20

=== DESIRABLE STATS (0 to 1) ===
Accuracy:                                 0.78 (accuracy=(TP+TN)/Total)
True positive rate (Recall, Sensitivity): 0.7307692307692307 (TPR=TP/RealPos)
True negative rate (Specificity):         0.8333333333333334 (TNR=TN/RealNeg)
Positive predictive value (Precision):    0.8260869565217391 (PPV=TP/PredictedPos)
Negative predictive value:                0.7407407407407407 (NPV=TN/PredictedNeg)
Area under convex hull ROC curve:         0.782051282051282 (area=(TPR+TNR)/2)
F1 score:                                 0.7755102040816326 (F1=2/(1/TPR + 1/PPV))
F1 score (negative condition):            0.7843137254901962 (F1=2/(1/TNR + 1/NPV))

=== UNDESIRABLE STATS (0 to 1) ===
Inaccuracy:                               0.22 (inaccuracy=(FP+FN)/Total)
False positive rate (Fallout):            0.16666666666666666 (FPR=FP/RealNeg)
False negative rate (Miss rate):          0.2692307692307692 (FNR=FN/RealPos)
False discovery rate (False alarm):       0.17391304347826086 (FDR=FP/PredictedPos)
False omission rate:                      0.25925925925925924 (FOR=FN/PredictedNeg)

=== DESCRIPTIVE STATS (0 to inf) ===
Positive likelihood ratio (high better):  4.384615384615385 (LR+=TPR/FPR)
Negative likelihood ratio (low better):   0.32307692307692304 (LR-=FNR/TNR)
Diagnostic odds ratio (high better):      13.571428571428575 (DOR=LR+/LR-)


Picks: [ARNC, ATVI, CCL, COO, CSX, CTXS, FBHS, FTV, GE, HOG, HON, KMX, LLY, LRCX, MCO, MPC, MU, NOC, PRU, SBUX, WDC, YHOO, ZION]
Average return: 1.3620651907507888
Oracle: me.mostly.ml.test.sp500.Main$$Lambda$29/1447689627@4b14c583
Classifier: C=0.25, poly kernel (gamma=1.0, coef0=1.0, degree=3)

Actual prevalence:                        0.52 (RealPos/Total)

=== RESULTS ===
True positives (TP):                      19
False positives (FP):                     4
False negatives (FN):                     7
True negatives (TN):                      20

=== DESIRABLE STATS (0 to 1) ===
Accuracy:                                 0.78 (accuracy=(TP+TN)/Total)
True positive rate (Recall, Sensitivity): 0.7307692307692307 (TPR=TP/RealPos)
True negative rate (Specificity):         0.8333333333333334 (TNR=TN/RealNeg)
Positive predictive value (Precision):    0.8260869565217391 (PPV=TP/PredictedPos)
Negative predictive value:                0.7407407407407407 (NPV=TN/PredictedNeg)
Area under convex hull ROC curve:         0.782051282051282 (area=(TPR+TNR)/2)
F1 score:                                 0.7755102040816326 (F1=2/(1/TPR + 1/PPV))
F1 score (negative condition):            0.7843137254901962 (F1=2/(1/TNR + 1/NPV))

=== UNDESIRABLE STATS (0 to 1) ===
Inaccuracy:                               0.22 (inaccuracy=(FP+FN)/Total)
False positive rate (Fallout):            0.16666666666666666 (FPR=FP/RealNeg)
False negative rate (Miss rate):          0.2692307692307692 (FNR=FN/RealPos)
False discovery rate (False alarm):       0.17391304347826086 (FDR=FP/PredictedPos)
False omission rate:                      0.25925925925925924 (FOR=FN/PredictedNeg)

=== DESCRIPTIVE STATS (0 to inf) ===
Positive likelihood ratio (high better):  4.384615384615385 (LR+=TPR/FPR)
Negative likelihood ratio (low better):   0.32307692307692304 (LR-=FNR/TNR)
Diagnostic odds ratio (high better):      13.571428571428575 (DOR=LR+/LR-)


Picks: [AIZ, ARNC, ATVI, BWA, CCL, CSX, CTXS, GE, HOG, HON, KMX, LLY, LRCX, LVLT, MCO, MU, NOC, PRU, ULTA, WDC, WU, YHOO, ZION]
Average return: 1.3694449262063082
Oracle: me.mostly.ml.test.sp500.Main$$Lambda$29/1447689627@4b14c583
Classifier: C=50.0, RBF kernel (gamma=0.1)

Actual prevalence:                        0.52 (RealPos/Total)

=== RESULTS ===
True positives (TP):                      19
False positives (FP):                     4
False negatives (FN):                     7
True negatives (TN):                      20

=== DESIRABLE STATS (0 to 1) ===
Accuracy:                                 0.78 (accuracy=(TP+TN)/Total)
True positive rate (Recall, Sensitivity): 0.7307692307692307 (TPR=TP/RealPos)
True negative rate (Specificity):         0.8333333333333334 (TNR=TN/RealNeg)
Positive predictive value (Precision):    0.8260869565217391 (PPV=TP/PredictedPos)
Negative predictive value:                0.7407407407407407 (NPV=TN/PredictedNeg)
Area under convex hull ROC curve:         0.782051282051282 (area=(TPR+TNR)/2)
F1 score:                                 0.7755102040816326 (F1=2/(1/TPR + 1/PPV))
F1 score (negative condition):            0.7843137254901962 (F1=2/(1/TNR + 1/NPV))

=== UNDESIRABLE STATS (0 to 1) ===
Inaccuracy:                               0.22 (inaccuracy=(FP+FN)/Total)
False positive rate (Fallout):            0.16666666666666666 (FPR=FP/RealNeg)
False negative rate (Miss rate):          0.2692307692307692 (FNR=FN/RealPos)
False discovery rate (False alarm):       0.17391304347826086 (FDR=FP/PredictedPos)
False omission rate:                      0.25925925925925924 (FOR=FN/PredictedNeg)

=== DESCRIPTIVE STATS (0 to inf) ===
Positive likelihood ratio (high better):  4.384615384615385 (LR+=TPR/FPR)
Negative likelihood ratio (low better):   0.32307692307692304 (LR-=FNR/TNR)
Diagnostic odds ratio (high better):      13.571428571428575 (DOR=LR+/LR-)


Picks: [ARNC, ATVI, CCL, COO, CSX, CTXS, FBHS, FTV, GE, HOG, HON, KMX, LLY, LRCX, MCO, MPC, MU, NOC, PRU, SBUX, WDC, YHOO, ZION]
Average return: 1.3620651907507888
Oracle: me.mostly.ml.test.sp500.Main$$Lambda$29/1447689627@4b14c583
Classifier: C=20.0, RBF kernel (gamma=0.1)

Actual prevalence:                        0.52 (RealPos/Total)

=== RESULTS ===
True positives (TP):                      19
False positives (FP):                     4
False negatives (FN):                     7
True negatives (TN):                      20

=== DESIRABLE STATS (0 to 1) ===
Accuracy:                                 0.78 (accuracy=(TP+TN)/Total)
True positive rate (Recall, Sensitivity): 0.7307692307692307 (TPR=TP/RealPos)
True negative rate (Specificity):         0.8333333333333334 (TNR=TN/RealNeg)
Positive predictive value (Precision):    0.8260869565217391 (PPV=TP/PredictedPos)
Negative predictive value:                0.7407407407407407 (NPV=TN/PredictedNeg)
Area under convex hull ROC curve:         0.782051282051282 (area=(TPR+TNR)/2)
F1 score:                                 0.7755102040816326 (F1=2/(1/TPR + 1/PPV))
F1 score (negative condition):            0.7843137254901962 (F1=2/(1/TNR + 1/NPV))

=== UNDESIRABLE STATS (0 to 1) ===
Inaccuracy:                               0.22 (inaccuracy=(FP+FN)/Total)
False positive rate (Fallout):            0.16666666666666666 (FPR=FP/RealNeg)
False negative rate (Miss rate):          0.2692307692307692 (FNR=FN/RealPos)
False discovery rate (False alarm):       0.17391304347826086 (FDR=FP/PredictedPos)
False omission rate:                      0.25925925925925924 (FOR=FN/PredictedNeg)

=== DESCRIPTIVE STATS (0 to inf) ===
Positive likelihood ratio (high better):  4.384615384615385 (LR+=TPR/FPR)
Negative likelihood ratio (low better):   0.32307692307692304 (LR-=FNR/TNR)
Diagnostic odds ratio (high better):      13.571428571428575 (DOR=LR+/LR-)


Picks: [ARNC, ATVI, CCL, COO, CSX, CTXS, FBHS, FTV, GE, HOG, HON, KMX, LLY, LRCX, MCO, MPC, MU, NOC, PRU, SBUX, WDC, YHOO, ZION]
Average return: 1.3620651907507888
Oracle: me.mostly.ml.test.sp500.Main$$Lambda$29/1447689627@4b14c583
Classifier: C=100.0, RBF kernel (gamma=0.2)

Actual prevalence:                        0.52 (RealPos/Total)

=== RESULTS ===
True positives (TP):                      18
False positives (FP):                     3
False negatives (FN):                     8
True negatives (TN):                      21

=== DESIRABLE STATS (0 to 1) ===
Accuracy:                                 0.78 (accuracy=(TP+TN)/Total)
True positive rate (Recall, Sensitivity): 0.6923076923076923 (TPR=TP/RealPos)
True negative rate (Specificity):         0.875 (TNR=TN/RealNeg)
Positive predictive value (Precision):    0.8571428571428571 (PPV=TP/PredictedPos)
Negative predictive value:                0.7241379310344828 (NPV=TN/PredictedNeg)
Area under convex hull ROC curve:         0.7836538461538461 (area=(TPR+TNR)/2)
F1 score:                                 0.7659574468085106 (F1=2/(1/TPR + 1/PPV))
F1 score (negative condition):            0.7924528301886793 (F1=2/(1/TNR + 1/NPV))

=== UNDESIRABLE STATS (0 to 1) ===
Inaccuracy:                               0.22 (inaccuracy=(FP+FN)/Total)
False positive rate (Fallout):            0.125 (FPR=FP/RealNeg)
False negative rate (Miss rate):          0.3076923076923077 (FNR=FN/RealPos)
False discovery rate (False alarm):       0.14285714285714285 (FDR=FP/PredictedPos)
False omission rate:                      0.27586206896551724 (FOR=FN/PredictedNeg)

=== DESCRIPTIVE STATS (0 to inf) ===
Positive likelihood ratio (high better):  5.538461538461538 (LR+=TPR/FPR)
Negative likelihood ratio (low better):   0.3516483516483517 (LR-=FNR/TNR)
Diagnostic odds ratio (high better):      15.749999999999998 (DOR=LR+/LR-)


Picks: [ARNC, ATVI, CCL, COO, CSX, CTXS, FBHS, FTV, GE, HOG, HON, KMX, LLY, LRCX, MCO, MU, NOC, PRU, WDC, YHOO, ZION]
Average return: 1.3827822396966112
Oracle: me.mostly.ml.test.sp500.Main$$Lambda$29/1447689627@4b14c583
Classifier: C=10.0, RBF kernel (gamma=0.2)

Actual prevalence:                        0.52 (RealPos/Total)

=== RESULTS ===
True positives (TP):                      18
False positives (FP):                     3
False negatives (FN):                     8
True negatives (TN):                      21

=== DESIRABLE STATS (0 to 1) ===
Accuracy:                                 0.78 (accuracy=(TP+TN)/Total)
True positive rate (Recall, Sensitivity): 0.6923076923076923 (TPR=TP/RealPos)
True negative rate (Specificity):         0.875 (TNR=TN/RealNeg)
Positive predictive value (Precision):    0.8571428571428571 (PPV=TP/PredictedPos)
Negative predictive value:                0.7241379310344828 (NPV=TN/PredictedNeg)
Area under convex hull ROC curve:         0.7836538461538461 (area=(TPR+TNR)/2)
F1 score:                                 0.7659574468085106 (F1=2/(1/TPR + 1/PPV))
F1 score (negative condition):            0.7924528301886793 (F1=2/(1/TNR + 1/NPV))

=== UNDESIRABLE STATS (0 to 1) ===
Inaccuracy:                               0.22 (inaccuracy=(FP+FN)/Total)
False positive rate (Fallout):            0.125 (FPR=FP/RealNeg)
False negative rate (Miss rate):          0.3076923076923077 (FNR=FN/RealPos)
False discovery rate (False alarm):       0.14285714285714285 (FDR=FP/PredictedPos)
False omission rate:                      0.27586206896551724 (FOR=FN/PredictedNeg)

=== DESCRIPTIVE STATS (0 to inf) ===
Positive likelihood ratio (high better):  5.538461538461538 (LR+=TPR/FPR)
Negative likelihood ratio (low better):   0.3516483516483517 (LR-=FNR/TNR)
Diagnostic odds ratio (high better):      15.749999999999998 (DOR=LR+/LR-)


Picks: [ARNC, ATVI, CCL, COO, CSX, CTXS, FBHS, FTV, GE, HOG, HON, KMX, LLY, LRCX, MCO, MU, NOC, PRU, WDC, YHOO, ZION]
Average return: 1.3827822396966112
Oracle: me.mostly.ml.test.sp500.Main$$Lambda$29/1447689627@4b14c583
Classifier: C=50.0, RBF kernel (gamma=0.2)

Actual prevalence:                        0.52 (RealPos/Total)

=== RESULTS ===
True positives (TP):                      18
False positives (FP):                     3
False negatives (FN):                     8
True negatives (TN):                      21

=== DESIRABLE STATS (0 to 1) ===
Accuracy:                                 0.78 (accuracy=(TP+TN)/Total)
True positive rate (Recall, Sensitivity): 0.6923076923076923 (TPR=TP/RealPos)
True negative rate (Specificity):         0.875 (TNR=TN/RealNeg)
Positive predictive value (Precision):    0.8571428571428571 (PPV=TP/PredictedPos)
Negative predictive value:                0.7241379310344828 (NPV=TN/PredictedNeg)
Area under convex hull ROC curve:         0.7836538461538461 (area=(TPR+TNR)/2)
F1 score:                                 0.7659574468085106 (F1=2/(1/TPR + 1/PPV))
F1 score (negative condition):            0.7924528301886793 (F1=2/(1/TNR + 1/NPV))

=== UNDESIRABLE STATS (0 to 1) ===
Inaccuracy:                               0.22 (inaccuracy=(FP+FN)/Total)
False positive rate (Fallout):            0.125 (FPR=FP/RealNeg)
False negative rate (Miss rate):          0.3076923076923077 (FNR=FN/RealPos)
False discovery rate (False alarm):       0.14285714285714285 (FDR=FP/PredictedPos)
False omission rate:                      0.27586206896551724 (FOR=FN/PredictedNeg)

=== DESCRIPTIVE STATS (0 to inf) ===
Positive likelihood ratio (high better):  5.538461538461538 (LR+=TPR/FPR)
Negative likelihood ratio (low better):   0.3516483516483517 (LR-=FNR/TNR)
Diagnostic odds ratio (high better):      15.749999999999998 (DOR=LR+/LR-)


Picks: [ARNC, ATVI, CCL, COO, CSX, CTXS, FBHS, FTV, GE, HOG, HON, KMX, LLY, LRCX, MCO, MU, NOC, PRU, WDC, YHOO, ZION]
Average return: 1.3827822396966112
Oracle: me.mostly.ml.test.sp500.Main$$Lambda$29/1447689627@4b14c583
Classifier: C=20.0, RBF kernel (gamma=0.2)

Actual prevalence:                        0.52 (RealPos/Total)

=== RESULTS ===
True positives (TP):                      18
False positives (FP):                     3
False negatives (FN):                     8
True negatives (TN):                      21

=== DESIRABLE STATS (0 to 1) ===
Accuracy:                                 0.78 (accuracy=(TP+TN)/Total)
True positive rate (Recall, Sensitivity): 0.6923076923076923 (TPR=TP/RealPos)
True negative rate (Specificity):         0.875 (TNR=TN/RealNeg)
Positive predictive value (Precision):    0.8571428571428571 (PPV=TP/PredictedPos)
Negative predictive value:                0.7241379310344828 (NPV=TN/PredictedNeg)
Area under convex hull ROC curve:         0.7836538461538461 (area=(TPR+TNR)/2)
F1 score:                                 0.7659574468085106 (F1=2/(1/TPR + 1/PPV))
F1 score (negative condition):            0.7924528301886793 (F1=2/(1/TNR + 1/NPV))

=== UNDESIRABLE STATS (0 to 1) ===
Inaccuracy:                               0.22 (inaccuracy=(FP+FN)/Total)
False positive rate (Fallout):            0.125 (FPR=FP/RealNeg)
False negative rate (Miss rate):          0.3076923076923077 (FNR=FN/RealPos)
False discovery rate (False alarm):       0.14285714285714285 (FDR=FP/PredictedPos)
False omission rate:                      0.27586206896551724 (FOR=FN/PredictedNeg)

=== DESCRIPTIVE STATS (0 to inf) ===
Positive likelihood ratio (high better):  5.538461538461538 (LR+=TPR/FPR)
Negative likelihood ratio (low better):   0.3516483516483517 (LR-=FNR/TNR)
Diagnostic odds ratio (high better):      15.749999999999998 (DOR=LR+/LR-)


Picks: [ARNC, ATVI, CCL, COO, CSX, CTXS, FBHS, FTV, GE, HOG, HON, KMX, LLY, LRCX, MCO, MU, NOC, PRU, WDC, YHOO, ZION]
Average return: 1.3827822396966112
Oracle: me.mostly.ml.test.sp500.Main$$Lambda$29/1447689627@4b14c583
Classifier: C=1000.0, RBF kernel (gamma=0.2)

Actual prevalence:                        0.52 (RealPos/Total)

=== RESULTS ===
True positives (TP):                      18
False positives (FP):                     3
